식품명,대표식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g)
피자_고구마피자 리코타링 (L),피자,100g,263,,12.5,,
피자_고구마피자 리코타링 (R),피자,100g,264,,12.43,,
피자_고구마피자 밀스크린 (L),피자,100g,240,,10.66,,
피자_고구마피자 밀스크린 (R),피자,100g,234,,10.11,,
피자_고구마피자 밀스크린고구마피자 크러스트 (L),피자,100g,236,,9.7,,
피자_고구마피자 밀스크린고구마피자 크러스트 (R),피자,100g,231,,9.18,,
피자_고구마피자 밀스크린체다크림크러스트 (L),피자,100g,237,,10.37,,
피자_고구마피자 밀스크린체다크림크러스트 (R),피자,100g,231,,9.09,,
피자_고구마피자 밀스크린치즈크러스트 (L),피자,100g,233,,11.19,,
피자_고구마피자 밀스크린치즈크러스트 (R),피자,100g,225,,10,,
피자_고구마피자 백미 (L),피자,100g,177,,7.18,,
피자_고구마피자 백미 (R),피자,100g,181,,6.38,,
피자_고구마피자 백미스크린 (L),피자,100g,233,,10.08,,
피자_고구마피자 백미스크린 (R),피자,100g,229,,9.3,,
피자_고구마피자 백미스크린치즈크러스트 (L),피자,100g,227,,10.77,,
피자_고구마피자 백미스크린치즈크러스트 (R),피자,100g,221,,10.31,,
피자_고구마피자 석쇠 (F),피자,100g,240,,12.92,,
피자_고구마피자 석쇠 (L),피자,100g,257,,12.15,,
피자_고구마피자 석쇠 (L),피자,100g,242,,12.98,,
피자_고구마피자 석쇠 (R),피자,100g,258,,12.12,,
피자_고구마피자 석쇠 (R),피자,100g,244,,13.07,,
피자_고구마피자 씬 (L),피자,100g,238,,10.64,,
피자_고구마피자 씬도우 (L),피자,100g,278,,11.98,,
피자_고구마피자 씬도우 (R),피자,100g,272,,11.03,,
피자_고구마피자 체다크림크러스트 (L),피자,100g,233,,10,,
피자_고구마피자 체다크림크러스트 (R),피자,100g,233,,9.17,,
피자_고구마피자 치즈링 (L),피자,100g,255,,13.11,,
피자_고구마피자 치즈링 (R),피자,100g,255,,13.16,,
피자_고구마피자 치즈크러스트 (F),피자,100g,242,,13.62,,
피자_고구마피자 치즈크러스트 (L),피자,100g,253,,14.15,,
피자_고구마피자 치즈크러스트 (L),피자,100g,230,,10.87,,
피자_고구마피자 치즈크러스트 (R),피자,100g,261,,14.75,,
피자_고구마피자 치즈크러스트 (R),피자,100g,227,,10.91,,
피자_고구마피자 팬 (F),피자,100g,248,,13.31,,
피자_고구마피자 팬 (L),피자,100g,248,,13.25,,
피자_고구마피자 팬 (L),피자,100g,235,,10.24,,
피자_고구마피자 팬 (R),피자,100g,251,,13.37,,
피자_고구마피자 팬 (R),피자,100g,238,,10.2,,
피자_고구마피자 흑미스크린 (L),피자,100g,229,,10.08,,
피자_고구마피자 흑미스크린 (R),피자,100g,224,,9.3,,
피자_고구마피자 흑미스크린치즈크러스트 (L),피자,100g,221,,10.69,,
피자_고구마피자 흑미스크린치즈크러스트 (R),피자,100g,216,,10.31,,
피자_고구마피자,피자,100g,245,,9.3,,
피자_고구마피자씬 (R),피자,100g,239,,9.72,,
피자_고구마피자,피자,100g,249,,9.17,,
피자_고기밭피자 (L),피자,100g,272,,15.16,,
피자_고르곤졸라 (L),피자,100g,364,,18.89,17.22,33.89
피자_고르곤졸라 피자,피자,100g,384,,18.1,17.24,39.66
피자_고르곤졸라피자 (L),피자,100g,358,,20.35,,
피자_고르곤졸라피자 (L),피자,100g,306,,25,,
피자_고르곤졸라피자 (L),피자,100g,262,,16.76,,
피자_고르곤졸라피자 (L),피자,100g,312,,14.24,,
피자_고르곤졸라피자 (L),피자,100g,364,,19.61,,
피자_고르곤졸라피자 (L),피자,100g,238,,21.43,,
피자_고르곤졸라피자 (L),피자,100g,374,,7.5,,
피자_고르곤졸라피자 (L),피자,100g,503,,27.7,,
피자_고르곤졸라피자 (L),피자,100g,355,,22.21,,
피자_고르곤졸라피자 (M),피자,100g,310,,14.05,,
피자_고르곤졸라피자 (R),피자,100g,329,,23.68,,
피자_고르곤졸라피자 (XL),피자,100g,317,,20.6,,
피자_고르곤졸라피자 골드스윗 (G),피자,100g,303,,16.03,,
피자_고르곤졸라피자 골드스윗 (L),피자,100g,309,,16.41,,
피자_고르곤졸라피자 골드스윗 (R),피자,100g,306,,16.78,,
피자_고르곤졸라피자 리코타링 (G),피자,100g,310,,16.52,,
피자_고르곤졸라피자 리코타링 (L),피자,100g,314,,17.44,,
피자_고르곤졸라피자 리코타링 (R),피자,100g,315,,18.25,,
피자_고르곤졸라피자 석쇠 (G),피자,100g,308,,17.01,,
피자_고르곤졸라피자 석쇠 (L),피자,100g,314,,18.37,,
피자_고르곤졸라피자 석쇠 (R),피자,100g,315,,18.87,,
피자_고르곤졸라피자 씬도우 (L),피자,100g,366,,20.51,,
피자_고르곤졸라피자 씬도우 (R),피자,100g,373,,18.4,,
피자_고르곤졸라피자 치즈링 (G),피자,100g,296,,18.49,,
피자_고르곤졸라피자 치즈링 (L),피자,100g,301,,19.21,,
피자_고르곤졸라피자 치즈링 (R),피자,100g,301,,19.08,,
피자_고르곤졸라피자,피자,100g,276,,10.63,,
피자_고르곤졸라피자,피자,100g,322,,16.38,,
피자_고르곤졸라피자,피자,100g,280,,14.81,,
피자_고르곤졸라피자,피자,100g,347,,16.52,,
피자_고른곤졸라피자 씬 (L),피자,100g,293,,14.86,,
피자_고른곤졸라피자 씬 (R),피자,100g,295,,15.25,,
피자_고소포테이토피자 (L),피자,100g,187,,9.17,,
피자_고스트페파로니피자 (L),피자,100g,337,,14.2,,
피자_골드고구마피자 (L),피자,100g,266,,10.43,,
피자_골드고구마피자 오리지널 (M),피자,100g,292,,17.2,,
피자_골드꿀고구마피자 (L),피자,100g,239,,9.91,,
피자_골드바베큐치킨피자 (L),피자,100g,252,,13.15,,
피자_골드바베큐필레피자 (L),피자,100g,278,,13.79,,
피자_골드베스트피자 (L),피자,100g,252,,9.9,,
피자_골드베이컨피자 (L),피자,100g,272,,11.76,,
피자_골드불고기피자 (L),피자,100g,253,,11.32,,
피자_골드새우피자 (L),피자,100g,261,,12.44,,
피자_골드스윗하새우피자 (L),피자,100g,292,,13.03,,
피자_골드스테이크불갈비피자 (L),피자,100g,263,,15,,
피자_골드스테이크피자 (L),피자,100g,272,,13.3,,
피자_골드이탈리안치즈피자 (L),피자,100g,280,,16.07,,
피자_골드체다소세지피자 (L),피자,100g,255,,13.57,,
피자_골드콤비네이션피자 (L),피자,100g,250,,13.28,,
피자_골드투움바파스타피자 (L),피자,100g,242,,11.27,,
피자_골드트러플버섯피자 (L),피자,100g,262,,11.61,,
피자_골드페파로니피자 (L),피자,100g,286,,14.54,,
피자_골드포테이토피자 (L),피자,100g,261,,10.53,,
피자_골드포테이토피자 (L),피자,100g,263,,12.8,,
피자_골드프리미엄불고기 (L),피자,100g,250,,14.65,,
피자_골드하와이언쉬림프피자 (L),피자,100g,232,,12.49,,
피자_골드핫치킨피자 (L),피자,100g,271,,14.22,,
피자_골든치즈볼피자 (L),피자,100g,307,,13.33,,
피자_골든큐브스테이크피자,피자,100g,215,,11.35,,
피자_과카몰리 비프 쉬림프피자,피자,100g,249,,12.21,,
피자_관자네 온 새우피자 (L),피자,100g,219,,13.35,,
피자_관자네 온 새우피자 (M),피자,100g,229,,15.07,,
피자_궁중불고기피자 (L),피자,100g,260,,12.36,,
피자_그릴드포크벨리피자 (L),피자,100g,251,,11.04,,
피자_까르보나라피자 (L),피자,100g,243,,14.08,,
피자_까르보네피자,피자,100g,247,,13.65,,
피자_깐쇼불갈비피자 골드스윗 (L),피자,100g,261,,12.6,,
피자_깐쇼불갈비피자 골드스윗 (R),피자,100g,260,,12.71,,
피자_깐쇼불갈비피자 리코타링 (L),피자,100g,260,,12.93,,
피자_깐쇼불갈비피자 리코타링 (R),피자,100g,262,,13.41,,
피자_깐쇼불갈비피자 석쇠 (L),피자,100g,254,,12.62,,
피자_깐쇼불갈비피자 석쇠 (R),피자,100g,254,,13.19,,
피자_깐쇼불갈비피자 씬도우 (L),피자,100g,288,,12.17,,
피자_깐쇼불갈비피자 씬도우 (R),피자,100g,264,,11.11,,
피자_깐쇼불갈비피자 치즈링 (L),피자,100g,253,,13.56,,
피자_깐쇼불갈비피자 치즈링 (R),피자,100g,252,,14.2,,
피자_깐쇼새우피자,피자,100g,253,,11.97,,
피자_꽃맛살쉬림프피자 (XL),피자,100g,391,,28.3,,
피자_꿀고구마피자 (L),피자,100g,231,,8.76,,
피자_꿀고구마피자 바이트 (L),피자,100g,231,,9.06,,
피자_꿈을피자 (L),피자,100g,233,,16.44,,
피자_꿈을피자 (R),피자,100g,250,,16.28,,
피자_나폴리슈림프피자,피자,100g,214,,10.78,,
피자_나폴리피자,피자,100g,246,,11.7,,
피자_날개피자 (L),피자,100g,268,,12.68,,
피자_날밤새우게피자 (L),피자,100g,218,,13.67,,
피자_날밤새우게피자 (R),피자,100g,218,,13.79,,
피자_넌필수있어피자 (L),피자,100g,293,,10.79,,
피자_놀부단호박피자 골드스윗 (L),피자,100g,257,,13.19,,
피자_놀부단호박피자 골드스윗 (R),피자,100g,256,,12.38,,
피자_놀부단호박피자 리코타링 (L),피자,100g,256,,13.53,,
피자_놀부단호박피자 리코타링 (R),피자,100g,257,,13.4,,
피자_놀부단호박피자 석쇠 (L),피자,100g,250,,13.33,,
피자_놀부단호박피자 석쇠 (R),피자,100g,251,,13.22,,
피자_놀부단호박피자 씬도우 (L),피자,100g,287,,13.26,,
피자_놀부단호박피자 씬도우 (R),피자,100g,269,,12.16,,
피자_놀부단호박피자 치즈링 (L),피자,100g,249,,14.07,,
피자_놀부단호박피자 치즈링 (R),피자,100g,249,,14.07,,
피자_눈꽃열차피자 (L),피자,100g,279,,15.94,,
피자_눈꽃열차피자 (R),피자,100g,279,,15.93,,
피자_눈꽃치즈스테이크피자 (L),피자,100g,237,,13.53,,
피자_뉴그릴드치킨피자 고구마크러스트 (L),피자,100g,220,,12.5,,
피자_뉴그릴드치킨피자 고구마크러스트 (R),피자,100g,220,,11.76,,
피자_뉴그릴드치킨피자 밀스크린 (L),피자,100g,227,,13.51,,
피자_뉴그릴드치킨피자 밀스크린 (R),피자,100g,221,,13.41,,
피자_뉴그릴드치킨피자 밀스크린고구마크러스트 (L),피자,100g,224,,12.2,,
피자_뉴그릴드치킨피자 밀스크린고구마크러스트 (R),피자,100g,216,,11.96,,
피자_뉴그릴드치킨피자 밀스크린체다크림크러스트 (L),피자,100g,225,,12.9,,
피자_뉴그릴드치킨피자 밀스크린체다크림크러스트 (R),피자,100g,220,,13.04,,
피자_뉴그릴드치킨피자 밀스크린치즈크러스트 (L),피자,100g,220,,13.01,,
피자_뉴그릴드치킨피자 밀스크린치즈크러스트 (R),피자,100g,213,,12.77,,
피자_뉴그릴드치킨피자 백미스크린 (L),피자,100g,221,,13.08,,
피자_뉴그릴드치킨피자 백미스크린 (R),피자,100g,213,,12.5,,
피자_뉴그릴드치킨피자 백미스크린치즈크러스트 (L),피자,100g,213,,12.5,,
피자_뉴그릴드치킨피자 백미스크린치즈크러스트 (R),피자,100g,207,,13.19,,
피자_뉴그릴드치킨피자 씬 (L),피자,100g,238,,10.64,,
피자_뉴그릴드치킨피자 씬 (R),피자,100g,239,,9.72,,
피자_뉴그릴드치킨피자 체다크림크러스트 (L),피자,100g,223,,12.5,,
피자_뉴그릴드치킨피자 체다크림크러스트 (R),피자,100g,223,,12.75,,
피자_뉴그릴드치킨피자 치즈크러스트 (L),피자,100g,218,,13.39,,
피자_뉴그릴드치킨피자 치즈크러스트 (R),피자,100g,217,,13.59,,
피자_뉴그릴드치킨피자 팬 (L),피자,100g,222,,12.93,,
피자_뉴그릴드치킨피자 팬 (R),피자,100g,224,,13.04,,
피자_뉴그릴드치킨피자 흑미스크린 (L),피자,100g,214,,13.89,,
피자_뉴그릴드치킨피자 흑미스크린 (R),피자,100g,208,,12.5,,
피자_뉴그릴드치킨피자 흑미스크린치즈크러스트 (L),피자,100g,208,,13.33,,
피자_뉴그릴드치킨피자 흑미스크린치즈크러스트 (R),피자,100g,202,,13.19,,
피자_뉴욕소세지피자 오리지널 (M),피자,100g,287,,13.4,,
피자_뉴욕스테이크피자 (L),피자,100g,164,,9.96,,
피자_뉴욕오리진 오리지널 (L),피자,100g,235,,12.41,,
피자_뉴욕오리진 트리플치즈버스트엣지 (L),피자,100g,242,,12.79,,
피자_뉴욕핫독피자 (L),피자,100g,249,,13.29,,
피자_뉴욕핫독피자 (R),피자,100g,250,,13.04,,
피자_뉴클리어피자 (L),피자,100g,245,,11.09,,
피자_다넣었어피자 (L),피자,100g,93,,3.76,,
피자_다이나믹고구마무스피자 (L),피자,100g,291,,13,,
피자_단호박피자 (L),피자,100g,209,,7.91,,
피자_단호박피자 (L),피자,100g,223,,7.9,,
피자_단호박피자 (L),피자,100g,243,,8.41,,
피자_단호박피자 (L),피자,100g,288,,5.78,,
피자_단호박피자 (L),피자,100g,261,,9.16,,
피자_단호박피자 (M),피자,100g,212,,9.24,,
피자_단호박피자 (R),피자,100g,242,,8.79,,
피자_단호박피자 라이스골드 (F),피자,100g,254,,14.2,,
피자_단호박피자 라이스골드 (L),피자,100g,267,,13.95,,
피자_단호박피자 라이스골드 (R),피자,100g,273,,14.56,,
피자_단호박피자 라이스바이트 (F),피자,100g,262,,13.29,,
피자_단호박피자 라이스바이트 (L),피자,100g,269,,13.72,,
피자_단호박피자 백미 (L),피자,100g,192,,7.33,,
피자_단호박피자 백미 (R),피자,100g,194,,6.46,,
피자_단호박피자 석쇠 (F),피자,100g,257,,13.35,,
피자_단호박피자 석쇠 (L),피자,100g,259,,13.4,,
피자_단호박피자 석쇠 (R),피자,100g,261,,13.48,,
피자_단호박피자 치즈크러스트 (F),피자,100g,258,,14.05,,
피자_단호박피자 치즈크러스트 (L),피자,100g,267,,14.55,,
피자_단호박피자 치즈크러스트 (R),피자,100g,274,,15.12,,
피자_단호박피자 팬 (F),피자,100g,264,,13.73,,
피자_단호박피자 팬 (L),피자,100g,266,,13.76,,
피자_단호박피자 팬 (R),피자,100g,267,,13.78,,
피자_달짝핫도그피자 밀도우 (L),피자,100g,125,,7.64,,
피자_달짝핫도그피자 밀도우 (R),피자,100g,92,,5.6,,
피자_달짝핫도그피자 씬도우 (L),피자,100g,129,,7.86,,
피자_달짝핫도그피자 씬도우 (R),피자,100g,86,,5.24,,
피자_달콤고구마피자 (L),피자,100g,165,,7.32,,
피자_달콤고구마피자,피자,100g,236,,7.72,,
피자_달콤구마피자,피자,100g,273,,13.1,,
피자_달콤딥고구마피자 밀도우 (L),피자,100g,119,,4.03,,
피자_달콤딥고구마피자 밀도우 (R),피자,100g,79,,2.68,,
피자_달콤딥고구마피자 씬도우 (L),피자,100g,119,,4.04,,
피자_달콤딥고구마피자 씬도우 (R),피자,100g,79,,2.69,,
피자_달콤한나의고구마피자 (L),피자,100g,245,,11.57,,
피자_달피자 (L),피자,100g,333,,12.61,,
피자_닭발피자 (L),피자,100g,253,,13.64,,
피자_닭발피자 (XL),피자,100g,295,,15.89,,
피자_닭안심살피자,피자,100g,248,,13.42,,
피자_대만감자피자 (L),피자,100g,235,,9.68,,
피자_대새피자 (L),피자,100g,227,,16.28,,
피자_대새피자 (R),피자,100g,231,,15.38,,
피자_더블갈릭바베큐피자,피자,100g,271,,12.12,,
피자_더블바베큐 불고기피자 밀도우 (L),피자,100g,101,,7.9,,
피자_더블바베큐 불고기피자 밀도우 (R),피자,100g,67,,5.29,,
피자_더블바베큐 불고기피자 씬도우 (L),피자,100g,101,,7.93,,
피자_더블바베큐 불고기피자 씬도우 (R),피자,100g,67,,5.28,,
피자_더블바베큐피자 (L),피자,100g,237,,16.83,,
피자_더블바베큐피자 (L),피자,100g,144,,14.41,,
피자_더블바베큐피자 (L),피자,100g,237,,11.28,,
피자_더블바베큐피자 (L),피자,100g,246,,13.16,,
피자_더블불고기폭탄피자 (L),피자,100g,160,,10.75,,
피자_더블불고기피자 오리지널 (M),피자,100g,257,,12.5,,
피자_더블스테이크피자 (L),피자,100g,257,,16.41,,
피자_더블스테이크피자 (R),피자,100g,259,,16.67,,
피자_더블체다치즈버거피자 (F),피자,100g,272,,11.84,,
피자_더블체다치즈버거피자 (L),피자,100g,273,,11.5,,
피자_더블체다치즈버거피자 (P),피자,100g,273,,11.69,,
피자_더블치즈 스테이크피자 리치골드 (L),피자,100g,248,,11.91,,
피자_더블치즈 스테이크피자 리치골드 (M),피자,100g,246,,11.67,,
피자_더블치즈 스테이크피자 치즈크러스트 (L),피자,100g,247,,12.48,,
피자_더블치즈 스테이크피자 치즈크러스트 (M),피자,100g,248,,12.65,,
피자_더블치즈버거피자 (F),피자,100g,289,,10.53,,
피자_더블치즈버거피자 (L),피자,100g,290,,10.66,,
피자_더블치즈버거피자 (P),피자,100g,290,,11.11,,
피자_더블치즈베이컨피자 (L),피자,100g,249,,15.08,,
피자_더블치즈불고기피자 (L),피자,100g,233,,14.1,,
피자_더블치즈폭탄피자 (L),피자,100g,233,,13.1,,
피자_더블치즈피자 (L),피자,100g,274,,18.34,,
피자_더블치즈피자 (L),피자,100g,290,,13.64,,
피자_더블치즈피자 골드스윗 (G),피자,100g,281,,16.88,,
피자_더블치즈피자 골드스윗 (L),피자,100g,281,,17.24,,
피자_더블치즈피자 골드스윗 (R),피자,100g,281,,16.35,,
피자_더블치즈피자 리코타링 (G),피자,100g,283,,17.36,,
피자_더블치즈피자 리코타링 (L),피자,100g,282,,18.1,,
피자_더블치즈피자 리코타링 (R),피자,100g,283,,17.48,,
